Locus	Gene	Start	Length	Product	Allele Count	Alleles	
	STMMW_17031		1794030	1116	conserved hypothetical protein	463	STMMW_17031.fasta	
	STMMW_17041		1795206	309	putative membrane protein	130	STMMW_17041.fasta	
	STMMW_17051		1795664	765	phosphatidylglycerophosphatase B	291	STMMW_17051.fasta	
	STMMW_17061		1796624	591	GTP cyclohydrolase II	241	STMMW_17061.fasta	
	STMMW_17071		1797270	2676	aconitate hydratase 1 (citrate hydro-lyase 1)	795	STMMW_17071.fasta	
	STMMW_17072		1800501	129		63	STMMW_17072.fasta	
	STMMW_17081		1800922	975	cys regulon transcriptional activator	428	STMMW_17081.fasta	
	STMMW_17101		1802307	2598	DNA topoisomerase I, omega protein I	711	STMMW_17101.fasta	
	STMMW_17111		1805307	252	conserved hypothetical protein	105	STMMW_17111.fasta	
	STMMW_17121		1805600	1047	putative protease	458	STMMW_17121.fasta	
	STMMW_17131		1806884	762	hypothetical oxidoreductase	388	STMMW_17131.fasta	
	STMMW_17141		1807642	591	COB(I) alamin adenosyltransferase	294	STMMW_17141.fasta	
	STMMW_17151		1808319	876	putative pseudouridine synthase	325	STMMW_17151.fasta	
	STMMW_17161		1809295	621	conserved hypothetical protein	285	STMMW_17161.fasta	
	STMMW_17171		1809923	882	conserved hypothetical protein	371	STMMW_17171.fasta	
	STMMW_17181		1811065	1563	anthranilate synthase component I	596	STMMW_17181.fasta	
	STMMW_17191		1812627	1596	anthranilate phosphoribosyltransferase	595	STMMW_17191.fasta	
	STMMW_17201		1814226	1359	IGPS	601	STMMW_17201.fasta	
	STMMW_17211		1815594	1194	tryptophan synthase beta chain	484	STMMW_17211.fasta	
	STMMW_17221		1816787	807	tryptophan synthase alpha chain	401	STMMW_17221.fasta	
	STMMW_17241		1818345	504	conserved hypothetical protein	236	STMMW_17241.fasta	
	STMMW_17251		1818922	507	conserved hypothetical protein	251	STMMW_17251.fasta	
	STMMW_17261		1819448	879	conserved hypothetical protein	429	STMMW_17261.fasta	
	STMMW_17271		1820408	639	putative outer membrane protein	251	STMMW_17271.fasta	
	STMMW_17281		1821384	405	conserved hypothetical protein	174	STMMW_17281.fasta	
	STMMW_17291		1821814	744	putative membrane protein	268	STMMW_17291.fasta	
	STMMW_17301		1822614	540	Probable intracellular septation protein	181	STMMW_17301.fasta	
	STMMW_17311		1823314	402	putative Acyl-CoA hydrolase	142	STMMW_17311.fasta	
	STMMW_17321		1823775	729	TonB protein	440	STMMW_17321.fasta	
	STMMW_17331		1824727	297	conserved hypothetical protein	129	STMMW_17331.fasta	
	STMMW_17341		1825383	1461	CL synthase	500	STMMW_17341.fasta	
	STMMW_17351		1826877	330	conserved hypothetical protein	155	STMMW_17351.fasta	
	STMMW_17361		1827254	783	possible ion transport protein	323	STMMW_17361.fasta	
	STMMW_17371		1828138	1005	oligopeptide transport ATP-binding protein (OppF)	456	STMMW_17371.fasta	
	STMMW_17381		1829139	1008	oligopeptide transport ATP-binding protein (OppD)	412	STMMW_17381.fasta	
	STMMW_17391		1830158	909	oligopeptide transport system permease protein (OppC)	400	STMMW_17391.fasta	
	STMMW_17401		1831081	921	oligopeptide transport system permease protein (OppB)	398	STMMW_17401.fasta	
	STMMW_17411		1832123	1749	periplasmic oligopeptide-binding protein precursor (OppA)	582	STMMW_17411.fasta	
	STMMW_17431		1834519	648	putative membrane protein	273	STMMW_17431.fasta	
	STMMW_17451		1838518	618	thymidine kinase	178	STMMW_17451.fasta	
	STMMW_17461		1839798	414	DNA-binding protein (histone-like protein Hlp-II)	138	STMMW_17461.fasta	
	STMMW_17471		1840343	909	glucose-1-phosphate uridylyltransferase	297	STMMW_17471.fasta	
	STMMW_17481		1841454	1014	putative regulatory protein	335	STMMW_17481.fasta	
	STMMW_17491		1842558	906	conserved hypothetical protein	314	STMMW_17491.fasta	
	STMMW_17501		1843574	459	Hypothetical UPF0225 protein	157	STMMW_17501.fasta	
	STMMW_17511		1844083	843	formyltetrahydrofolate deformylase	351	STMMW_17511.fasta	
	STMMW_17531		1848012	678	respiratory nitrate reductase 1 gamma chain	386	STMMW_17531.fasta	
	STMMW_17541		1848689	711	respiratory nitrate reductase 1 delta chain	393	STMMW_17541.fasta	
	STMMW_17551		1849396	1536	respiratory nitrate reductase 1 beta chain	592	STMMW_17551.fasta	
	STMMW_17561		1850928	3744	respiratory nitrate reductase 1 alpha chain	880	STMMW_17561.fasta	
	STMMW_17571		1855059	1398	nitrite extrusion protein (nitrite facilitator)	521	STMMW_17571.fasta	
	STMMW_17581		1856797	1797	nitrate/nitrite sensor protein NarX	617	STMMW_17581.fasta	
	STMMW_17591		1858586	651	nitrate/nitrite response regulator protein NarL	312	STMMW_17591.fasta	
	STMMW_17601		1859237	1425	putative invasin	489	STMMW_17601.fasta	
	STMMW_17611		1860838	354	conserved hypothetical protein	155	STMMW_17611.fasta	
	STMMW_17621		1861271	231	cation transport regulator ChaB	144	STMMW_17621.fasta	
	STMMW_17631		1861768	1101	putative calcium/proton antiporter	442	STMMW_17631.fasta	
	STMMW_17641		1862922	855	2-dehydro-3-deoxyphosphooctonate aldolase	371	STMMW_17641.fasta	
	STMMW_17651		1863814	810	putative regulator	287	STMMW_17651.fasta	
	STMMW_17661		1864627	390	putative regulator	156	STMMW_17661.fasta	
	STMMW_17671		1865013	834	HemK protein, putative protoporphyrinogen oxidase	369	STMMW_17671.fasta	
	STMMW_17681		1865846	1083	RF-1	509	STMMW_17681.fasta	
	STMMW_17691		1866969	1257	GluTR	455	STMMW_17691.fasta	
	STMMW_17701		1868539	624	outer membrane lipoprotein	253	STMMW_17701.fasta	
	STMMW_17711		1869159	852	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	392	STMMW_17711.fasta	
	STMMW_17721		1870276	948	ribose-phosphate pyrophosphokinase	222	STMMW_17721.fasta	
	STMMW_17731		1871372	1662	putative sulphate transporter	567	STMMW_17731.fasta	
	STMMW_17741		1873078	279	putative exported protein	119	STMMW_17741.fasta	
	STMMW_17751		1873608	609	PTH	297	STMMW_17751.fasta	
	STMMW_17761		1874333	1092	putative ATP/GTP-binding protein	467	STMMW_17761.fasta	
	STMMW_17781		1877343	1119	hydrogenase-1 small subunit	475	STMMW_17781.fasta	
	STMMW_17791		1878458	1794	hydrogenase-1 large chain (nifE hydrogenase)	627	STMMW_17791.fasta	
	STMMW_17801		1880270	732	probable Ni/Fe-hydrogenase 1 b-type cytochrome subunit	347	STMMW_17801.fasta	
	STMMW_17811		1880998	597	hydrogenase-1 operon protein HyaD	330	STMMW_17811.fasta	
	STMMW_17821		1881584	405	hydrogenase-1 operon protein HyaE	215	STMMW_17821.fasta	
	STMMW_17831		1881985	849	hydrogenase-1 operon protein HyaF	451	STMMW_17831.fasta	
	STMMW_17861		1885613	90		46	STMMW_17861.fasta	
	STMMW_17871		1886046	1326	glutamate dehydrogenase	516	STMMW_17871.fasta	
	STMMW_17881		1887585	1713	Alpha,alpha-trehalase	626	STMMW_17881.fasta	
	STMMW_17891		1889360	255	putative membrane protein	161	STMMW_17891.fasta	
	STMMW_17901		1889783	735	conserved hypothetical protein	393	STMMW_17901.fasta	
	STMMW_17911		1890531	612	membrane-bound lytic murein transglycosylase E	267	STMMW_17911.fasta	
	STMMW_17921		1891313	915	conserved hypothetical protein	410	STMMW_17921.fasta	
	STMMW_17931		1892324	1734	Cell volume regulation protein A. Cell volume regulation protein A homolog	560	STMMW_17931.fasta	
	STMMW_17941		1894120	1071	alanine racemase	461	STMMW_17941.fasta	
	STMMW_17951		1895204	1299	D-amino acid dehydrogenase	541	STMMW_17951.fasta	
	STMMW_17961		1896825	1533	conserved hypothetical protein	539	STMMW_17961.fasta	
	STMMW_17971		1898404	720	Fatty acid metabolism regulator protein	274	STMMW_17971.fasta	
	STMMW_17981		1899343	1545	Na+/H+ antiporter	512	STMMW_17981.fasta	
	STMMW_17991		1901029	531	Disulfide oxidoreductase	235	STMMW_17991.fasta	
	STMMW_18001		1901668	342	conserved hypothetical protein	164	STMMW_18001.fasta	
	STMMW_18011		1902081	174	conserved hypothetical protein	62	STMMW_18011.fasta	
	STMMW_18021		1902446	138	hypothetical protein	70	STMMW_18021.fasta	
	STMMW_18031		1902935	462	Hypothetical UPF0260 protein <ORFName>	190	STMMW_18031.fasta	
	STMMW_18041		1903474	660	putative hydrolase	300	STMMW_18041.fasta	
	STMMW_18051		1904183	333	conserved hypothetical protein	143	STMMW_18051.fasta	
	STMMW_18061		1904602	708	Probable septum site-determining protein minC	209	STMMW_18061.fasta	
	STMMW_18071		1905333	813	septum site determining protein	244	STMMW_18071.fasta	
	STMMW_18081		1906149	267	Cell division topological specificity factor	77	STMMW_18081.fasta	
	STMMW_18091		1906537	1128	Ribonuclease D	498	STMMW_18091.fasta	
	STMMW_18101		1908449	1686	long-chain-fatty-acid--CoA ligase	541	STMMW_18101.fasta	
	STMMW_18111		1910339	582	putative lipoprotein	365	STMMW_18111.fasta	
	STMMW_18121		1910992	696	conserved hypothetical protein	349	STMMW_18121.fasta	
	STMMW_18131		1911745	1911	putative ATP-dependent helicase	644	STMMW_18131.fasta	
	STMMW_18141		1913786	345	conserved hypothetical protein	179	STMMW_18141.fasta	
	STMMW_18151		1914136	180	Hypothetical UPF0181 protein <ORFName>	91	STMMW_18151.fasta	
	STMMW_18161		1914396	1365	para-aminobenzoate synthase component I	551	STMMW_18161.fasta	
	STMMW_18171		1915764	579	conserved hypothetical protein	287	STMMW_18171.fasta	
	STMMW_18181		1916606	1365	L-serine deaminase 1	497	STMMW_18181.fasta	
	STMMW_18191		1918006	1704	conserved hypothetical protein	554	STMMW_18191.fasta	
	STMMW_18211		1921278	336	conserved hypothetical protein	108	STMMW_18211.fasta	
	STMMW_18221		1921763	969	PTS system, mannose-specific IIab component	368	STMMW_18221.fasta	
	STMMW_18231		1922784	801	phosphotransferase enzyme II, C component	336	STMMW_18231.fasta	
	STMMW_18241		1923588	861	phosphotransferase enzyme II, D component	387	STMMW_18241.fasta	
	STMMW_18251		1924506	459	putative membrane protein	316	STMMW_18251.fasta	
	STMMW_18261		1925374	567	putative membrane protein	265	STMMW_18261.fasta	
	STMMW_18271		1925937	810	rRNA guanine-N1-methyltransferase	405	STMMW_18271.fasta	
	STMMW_18281		1926812	1746	penicillin-binding protein	544	STMMW_18281.fasta	
	STMMW_18292		1928999	144		53	STMMW_18292.fasta	
	STMMW_18293		1929791	288		128	STMMW_18293.fasta	
	STMMW_18294		1930149	144		73	STMMW_18294.fasta	
	STMMW_18301		1930450	240	putative exported protein	115	STMMW_18301.fasta	
	STMMW_18311		1930901	792	transcriptional regulator KdgR	276	STMMW_18311.fasta	
	STMMW_18321		1931868	1374	putative membrane transport protein	527	STMMW_18321.fasta	
	STMMW_18331		1933289	882	heat shock protein	352	STMMW_18331.fasta	
	STMMW_18341		1934364	2049	tail-specific protease precursor	599	STMMW_18341.fasta	
	STMMW_18351		1936432	687	ProP effector	229	STMMW_18351.fasta	
	STMMW_18361		1937216	585	conserved hypothetical protein	233	STMMW_18361.fasta	
	STMMW_18371		1937842	1284	putative membrane protein	426	STMMW_18371.fasta	
	STMMW_18381		1939094	2634	putative membrane protein	697	STMMW_18381.fasta	
	STMMW_18391		1941805	1440	conserved hypothetical protein	506	STMMW_18391.fasta	
	STMMW_18401		1943359	240	conserved hypothetical protein	106	STMMW_18401.fasta	
	STMMW_18411		1943709	192	putative secreted protein	94	STMMW_18411.fasta	
	STMMW_18421		1943919	651	serine/threonine protein phosphatase 1	349	STMMW_18421.fasta	
	STMMW_18431		1944793	165	hypothetical protein	111	STMMW_18431.fasta	
	STMMW_18441		1945242	723	invasion-associated secreted effector protein (sopE2)	342	STMMW_18441.fasta	
	STMMW_18551		1952177	876	putative cation transporter	378	STMMW_18551.fasta	
	STMMW_18561		1953053	375	putative cation resistance protein	192	STMMW_18561.fasta	
	STMMW_18571		1953565	231	DNA polymerase iii, theta subunit	110	STMMW_18571.fasta	
	STMMW_18581		1953903	657	conserved hypothetical protein	291	STMMW_18581.fasta	
	STMMW_18591		1954583	699	exodeoxyribonuclease X	289	STMMW_18591.fasta	
	STMMW_18601		1955316	2052	oligopeptidase	581	STMMW_18601.fasta	
	STMMW_18611		1957580	660	putative membrane protein	340	STMMW_18611.fasta	
	STMMW_18621		1958333	354	putative exported protein	182	STMMW_18621.fasta	
	STMMW_18631		1958754	291	conserved hypothetical protein	162	STMMW_18631.fasta	
	STMMW_18641		1959175	1179	phosphoribosylglycinamide formyltransferase 2	485	STMMW_18641.fasta	
	STMMW_18651		1960453	642	KHG/KDPG aldolase	317	STMMW_18651.fasta	
	STMMW_18661		1961132	1812	6-phosphogluconate dehydratase	642	STMMW_18661.fasta	
	STMMW_18671		1963178	1476	glucose 6-phosphate dehydrogenase	522	STMMW_18671.fasta	
	STMMW_18681		1964995	870	putative transcriptional repressor	345	STMMW_18681.fasta	
	STMMW_18691		1965988	1443	pyruvate kinase A	538	STMMW_18691.fasta	
	STMMW_18711		1968591	1320	conserved hypothetical protein	496	STMMW_18711.fasta	
	STMMW_18721		1969926	1002	high-affinity zinc uptake system periplasmic binding protein	374	STMMW_18721.fasta	
	STMMW_18731		1970898	807	high-affinity zinc uptake system ATP-binding protein	366	STMMW_18731.fasta	
	STMMW_18741		1971701	786	high-affinity zinc uptake system membrane protein	382	STMMW_18741.fasta	
	STMMW_18751		1972565	930	Holliday junction DNA helicase	382	STMMW_18751.fasta	
	STMMW_18761		1973584	612	Holliday junction DNA helicase	303	STMMW_18761.fasta	
	STMMW_18811		1976738	522	Crossover junction endodeoxyribonuclease ruvC	330	STMMW_18811.fasta	
	STMMW_18821		1977296	741	conserved hypothetical protein	305	STMMW_18821.fasta	
	STMMW_18831		1978066	453	DATP pyrophosphohydrolase	161	STMMW_18831.fasta	
	STMMW_18841		1978621	1773	AspRS	562	STMMW_18841.fasta	
	STMMW_18851		1980718	567	putative hydrolase	274	STMMW_18851.fasta	
	STMMW_18871		1982152	396	putative membrane protein	161	STMMW_18871.fasta	
	STMMW_18881		1982588	744	conserved hypothetical protein	361	STMMW_18881.fasta	
	STMMW_18891		1983328	972	conserved hypothetical protein	491	STMMW_18891.fasta	
	STMMW_18901		1984535	747	putative copper homeostasis protein	407	STMMW_18901.fasta	
	STMMW_18911		1985301	570	conserved hypothetical protein	267	STMMW_18911.fasta	
	STMMW_18921		1986107	1734	ArgRS	609	STMMW_18921.fasta	
	STMMW_18941		1989954	1140	conserved hypothetical protein	523	STMMW_18941.fasta	
	STMMW_18951		1991330	393	flagellar protein FlhE precursor	214	STMMW_18951.fasta	
	STMMW_18961		1991722	2079	flagellar biosynthesis protein FlhA	641	STMMW_18961.fasta	
	STMMW_18971		1993793	1152	flagellar biosynthetic protein FlhB	419	STMMW_18971.fasta	
	STMMW_18981		1995138	645	chemotaxis protein CheZ	333	STMMW_18981.fasta	
	STMMW_18991		1995793	390	chemotaxis protein CheY	143	STMMW_18991.fasta	
	STMMW_19001		1996200	1050	Chemotaxis response regulator protein-glutamate methylesterase	413	STMMW_19001.fasta	
	STMMW_19011		1997246	867	chemotaxis protein methyltransferase	330	STMMW_19011.fasta	
	STMMW_19031		2000164	504	purine binding chemotaxis protein	241	STMMW_19031.fasta	
	STMMW_19041		2000688	2016	chemotaxis protein CheA	591	STMMW_19041.fasta	
	STMMW_19051		2002708	930	motility protein B	354	STMMW_19051.fasta	
	STMMW_19061		2003634	831	motility protein A	314	STMMW_19061.fasta	
	STMMW_19071		2004645	585	flagellar transcriptional activator	202	STMMW_19071.fasta	
	STMMW_19081		2005226	351	Transcriptional activator flhD	114	STMMW_19081.fasta	
	STMMW_19101		2006363	429	conserved hypothetical protein	241	STMMW_19101.fasta	
	STMMW_19111		2006809	1422	trehalose-6-phosphate synthase	496	STMMW_19111.fasta	
	STMMW_19121		2008205	804	trehalose phosphatase	346	STMMW_19121.fasta	
	STMMW_19131		2009642	558	conserved hypothetical protein	295	STMMW_19131.fasta	
	STMMW_19141		2010750	504	ferritin-like protein	190	STMMW_19141.fasta	
	STMMW_19161		2012326	336	putative lipoprotein	133	STMMW_19161.fasta	
	STMMW_19171		2012901	498	ferritin	271	STMMW_19171.fasta	
	STMMW_19181		2013444	240	conserved hypothetical protein	153	STMMW_19181.fasta	
	STMMW_19191		2013910	1212	tyrosine-specific transport protein	479	STMMW_19191.fasta	
	STMMW_19201		2015196	666	conserved hypothetical protein	289	STMMW_19201.fasta	
	STMMW_19211		2016099	327	conserved hypothetical protein	134	STMMW_19211.fasta	
	STMMW_19241		2019323	549	phosphotidylglycerophosphate synthetase	239	STMMW_19241.fasta	
	STMMW_19251		2019928	1833	Excinuclease ABC subunit C	608	STMMW_19251.fasta	
	STMMW_19261		2021757	657	invasion response-regulator	280	STMMW_19261.fasta	
	STMMW_19262		2022476	78	hypothetical protein	22	STMMW_19262.fasta	
	STMMW_19281		2022877	225	conserved hypothetical protein	78	STMMW_19281.fasta	
	STMMW_19291		2023168	723	cell-division regulatory protein	362	STMMW_19291.fasta	
	STMMW_19311		2024871	669	putative ABC transporter membrane protein	346	STMMW_19311.fasta	
	STMMW_19321		2025560	987	D-cysteine desulfhydrase	494	STMMW_19321.fasta	
	STMMW_19331		2026700	801	cystine-binding periplasmic protein (FliY)	411	STMMW_19331.fasta	
	STMMW_19341		2027647	552	regulatory protein (FliZ)	269	STMMW_19341.fasta	
	STMMW_19351		2028257	720	RNA polymerase sigma transcription factor for flagellar operon	226	STMMW_19351.fasta	
	STMMW_19401		2032912	1404	flagellar hook associated protein (FliD)	319	STMMW_19401.fasta	
	STMMW_19411		2034330	408	flagellar protein FliS	115	STMMW_19411.fasta	
	STMMW_19421		2034737	369	flagellar protein FliT	179	STMMW_19421.fasta	
	STMMW_19431		2035177	1485	cytoplasmic alpha-amylase	588	STMMW_19431.fasta	
	STMMW_19451		2037240	1266	putative membrane protein	510	STMMW_19451.fasta	
	STMMW_19461		2038502	234	conserved hypothetical protein	167	STMMW_19461.fasta	
	STMMW_19471		2039000	387	putative exported protein	179	STMMW_19471.fasta	
	STMMW_19481		2039506	315	flagellar hook-basal body complex protein FliE	205	STMMW_19481.fasta	
	STMMW_19491		2040037	1683	flagellar basal-body M-ring protein	566	STMMW_19491.fasta	
	STMMW_19501		2041712	996	flagellar motor switch protein FliG	411	STMMW_19501.fasta	
	STMMW_19511		2042679	729	flagellar assembly protein FliH	390	STMMW_19511.fasta	
	STMMW_19521		2043407	1371	flagellum-specific ATP synthase	552	STMMW_19521.fasta	
	STMMW_19531		2044799	444	flagellar FliJ protein	140	STMMW_19531.fasta	
	STMMW_19541		2045239	1218	flagellar hook-length control protein	517	STMMW_19541.fasta	
	STMMW_19551		2046561	468	FliL protein	155	STMMW_19551.fasta	
	STMMW_19561		2047033	1005	flagellar motor switch protein FliM	388	STMMW_19561.fasta	
	STMMW_19571		2048034	414	flagellar motor switch protein FliN	189	STMMW_19571.fasta	
	STMMW_19581		2048447	378	flagellar protein FliO	227	STMMW_19581.fasta	
	STMMW_19591		2048824	738	flagellar biosynthetic protein FliP	321	STMMW_19591.fasta	
	STMMW_19601		2049571	270	flagellar biosynthetic protein FliQ	108	STMMW_19601.fasta	
	STMMW_19611		2049849	795	flagellar biosynthetic protein FliR	359	STMMW_19611.fasta	
	STMMW_19621		2050925	624	colanic acid capsullar biosynthesis activation protein A	275	STMMW_19621.fasta	
	STMMW_19631		2051587	198	DsrB protein	67	STMMW_19631.fasta	
	STMMW_19641		2051910	228	conserved hypothetical protein	72	STMMW_19641.fasta	
